0.812357,-0.987127,1
-0.267589,-0.32552,1
0.373975,-0.0129365,2
0.257648,0.041308,2
-0.847261,0.329395,1
0.409765,0.0320569,2
0.354351,0.0654543,2
0.372432,0.0886902,2
-0.171619,-0.431006,1
0.347201,0.113257,2
0.359162,0.138643,2
-0.738119,0.533063,1
-0.578291,-0.915503,1
0.382133,0.168273,2
0.337945,0.186064,2
0.700739,0.222094,1
-0.702486,0.578693,1
0.637042,0.12735,1
0.638683,0.169145,1
-0.0563327,-0.469661,1
0.32442,0.208365,2
0.340916,0.241808,2
-0.343521,0.702152,1
0.282118,0.244674,2
0.285419,0.274211,2
0.252555,0.283793,2
0.261518,0.321038,2
-0.355197,0.0069593,1
1.01737,-0.738155,1
-1.03231,0.00342838,1
0.250774,0.347245,2
2.96012e-05,-1.16634,1
0.305249,0.438705,2
0.194562,0.368645,2
-0.942326,0.0539908,1
0.173963,0.386122,2
0.288571,-0.552823,1
0.166028,0.422898,2
0.652151,-0.127378,1
0.411616,-0.445395,1
0.121034,0.404966,2
0.102845,0.429325,2
0.125768,0.554824,2
0.0593409,0.478156,2
-0.834024,0.459201,1
-0.140789,-0.438094,1
-0.525483,0.72183,1
0.614612,-1.12994,1
-0.212544,0.822702,1
0.0221747,0.461125,2
0.0639144,-0.51469,1
0.00122952,0.505794,2
1.30399,-0.526242,1
0.924644,-0.757888,1
-0.0290096,0.525061,2
-0.0635706,0.51908,2
-0.0968205,0.559101,2
-0.0871957,-0.465108,1
0.10331,0.8156,1
0.70182,-0.0511858,1
0.671079,0.415095,1
0.302995,0.7572,1
-0.129549,0.482958,2
-0.169872,0.550016,2
-0.368762,-0.139607,1
-0.20103,0.514201,2
-0.967016,0.120848,1
-0.787643,-0.657656,1
0.600687,0.434943,1
-0.225487,0.465931,2
-0.279328,0.524283,2
-0.905573,-0.573296,1
-0.320822,0.525065,2
-0.321595,0.434254,2
-0.390474,0.486681,2
-0.14591,-1.15039,1
0.609046,0.292775,1
0.00296084,-0.486047,1
1.10468,-0.513585,1
-0.389885,0.411718,2
-0.572986,0.690962,1
-0.45498,0.438455,2
0.53492,0.564606,1
-0.459616,0.381091,2
0.476996,0.647659,1
1.26696,-0.414495,1
0.734076,-1.01295,1
-1.02483,-0.0623586,1
0.524166,-0.238282,1
0.517707,-1.10083,1
-0.50525,0.373236,2
1.14257,-0.630499,1
-0.259153,-0.354337,1
-0.488675,0.303624,2
-0.487649,0.255685,2
-0.507792,0.226854,2
0.573265,-0.18057,1
-0.587143,0.233407,2
-0.618588,0.204175,2
-0.656486,0.175311,2
-0.630667,0.119508,2
0.165832,-0.515874,1
-0.174675,-0.346683,1
-0.060028,-1.07522,1
-0.63102,0.0768255,2
-0.711496,0.0533723,2
-0.273766,-0.170709,1
-0.762278,0.0152169,2
-0.732847,-0.0365758,2
-0.626163,-0.0866387,2
0.371031,-1.14218,1
-0.684111,-0.129007,2
0.43144,-0.251506,1
-0.311559,-0.32156,1
0.318024,-0.518024,1
0.217913,-1.12103,1
-0.608304,-0.166113,2
-0.62315,-0.209276,2
-0.310872,-0.0908635,1
-0.0165397,-0.441129,1
-0.684534,-0.266519,2
0.12626,-0.4204,1
-0.216724,-0.440125,1
1.28026,-0.33001,1
-0.63623,-0.300952,2
0.47477,-0.398986,1
-0.608518,-0.338516,2
-0.81097,0.517608,1
0.14927,-1.20893,1
-0.340877,-0.113051,1
0.607175,-0.245544,1
-0.324476,-0.158522,1
-0.61736,-0.391073,2
-0.615945,-0.442976,2
-0.56546,-0.468808,2
-0.556761,-0.519893,2
-0.473941,-0.515608,2
-1.04751,-0.263256,1
-0.882373,0.41805,1
1.32758,-0.0838096,1
-0.438053,-0.543153,2
-0.419142,-0.587496,2
-0.485233,0.767945,1
-0.445256,-0.689477,2
-0.34587,-1.06779,1
0.3412,-0.475552,1
-0.106119,0.843758,1
-0.369591,-0.675186,2
-0.362548,-0.754494,2
-0.293554,-0.74032,2
0.097774,-0.484532,1
-0.262672,-0.793175,2
-0.188392,-0.750919,2
-0.154627,-0.805677,2
-0.103075,-0.814694,2
-0.0536726,-0.834193,2
-0.00339574,-0.860003,2
-0.99356,-0.537449,1
-0.0523089,0.84526,1
-0.910709,0.167777,1
-0.648028,-0.891574,1
0.0497005,-0.886731,2
-0.808021,-0.755272,1
0.106162,-0.887031,2
-0.981696,-0.319089,1
0.582827,0.328953,1
0.552882,0.517165,1
0.156967,-0.79303,2
-0.185712,-0.323099,1
-0.54754,-0.992056,1
-0.00567106,0.788793,1
-0.215698,-1.12925,1
0.214333,-0.836539,2
-0.949027,0.312091,1
0.269455,-0.832672,2
0.45255,-1.14997,1
0.0255755,-0.548811,1
0.644129,-0.169857,1
0.329528,-0.842681,2
0.402384,-0.879876,2
0.29725,-1.15877,1
-0.357587,-0.218698,1
0.317889,0.685412,1
0.404743,-0.721453,2
0.477964,-0.75279,2
0.479112,-0.639117,2
0.338355,-0.3931,1
1.3076,-0.250927,1
0.580618,-0.702748,2
0.612264,-0.648329,2
0.637138,-0.590156,2
0.734585,-0.612085,2
